index,target
22560.0,3
15351.0,2 30
26951.0,1 7 28 29
18039.0,8 13 23 31
1614.0,12 28
25638.0,14 15
13017.0,
24903.0,21
26755.0,18
9815.0,
22875.0,
12479.0,21
21428.0,1 18 20
25409.0,12
26827.0,0
5021.0,16
10640.0,12 36
4986.0,
1118.0,0
16687.0,2 27
7806.0,3 11 27 43
26797.0,21
19421.0,2
19126.0,12 28
26368.0,40
7722.0,8 13 23 31
23614.0,0
22313.0,0
2955.0,3
23249.0,1
16498.0,
9639.0,
26327.0,11
25111.0,30
21058.0,2
20745.0,
22992.0,
21329.0,12
7046.0,20
23847.0,0
25949.0,21
25767.0,0
322.0,20
23859.0,
11559.0,0
18251.0,12
24024.0,0 1 8 13 20 36 43
1153.0,0
21357.0,20
21640.0,8 13 23 31
10416.0,0 3 5
9512.0,0
13827.0,1
26757.0,18
24314.0,8 13 23 31
2871.0,0
13200.0,
18952.0,11
24259.0,
26798.0,30
10573.0,0 30
21112.0,
19184.0,
15971.0,
20975.0,18
1181.0,
23669.0,
18796.0,18
26471.0,27 40
14396.0,1 2
25978.0,8 13 23 31
26165.0,
12364.0,0 14 40
15482.0,8
23183.0,3 5 30 36
16820.0,36
17423.0,1
4689.0,1
22687.0,3
22144.0,0 1 3 8 31 36 43
163.0,12 36
22531.0,2 12
17235.0,
12901.0,19
8136.0,18
3012.0,
15242.0,
5712.0,0 1
22097.0,
14650.0,2
4271.0,3
13015.0,13 16
8829.0,2 28
6339.0,23
23765.0,0
24409.0,0
21269.0,0
25268.0,0 12
12143.0,2
19441.0,0 2
26656.0,18
24719.0,0 2
4146.0,0 1 3 28 36
257.0,1 12
74.0,2 30
6514.0,30
292.0,28
13582.0,12
24617.0,12
9483.0,
11567.0,0 8 36
6722.0,0
26036.0,2 27
26263.0,
12562.0,1 2
25936.0,19
26174.0,27
23915.0,35
16016.0,2
22983.0,2
22472.0,3 12
20712.0,0 28
13083.0,3
17910.0,
26758.0,
4054.0,19
15161.0,0
16600.0,2 16 27 35
686.0,13 19
6632.0,19
3568.0,
15812.0,18
17315.0,
21696.0,0
19228.0,0 12
26650.0,19
2979.0,11 15
25766.0,
15644.0,
3239.0,0
11306.0,0
13633.0,19
685.0,12 27
5857.0,0 12 27
18548.0,0 3
23922.0,12
20220.0,12
20557.0,
4261.0,3
5519.0,1 2
25154.0,0 2
12378.0,18
1122.0,27
24611.0,12 27
21069.0,0 2 36
7882.0,
14997.0,
10302.0,
25322.0,
13814.0,0
26267.0,0 11 14 27 48
4824.0,8 13 23 31
1600.0,
25071.0,
5440.0,2
27013.0,18
19431.0,
4686.0,2 4
12153.0,0 30
26076.0,
20821.0,4
11622.0,
21273.0,0 27 28 29
21350.0,
7105.0,12 27
18595.0,30
18687.0,3 12 40
7453.0,
2532.0,
25497.0,12
4.0,8 13 23 31
26581.0,
21703.0,
187.0,0 1 2
23892.0,
23823.0,3
22037.0,
26903.0,
18569.0,28
15246.0,1 3
5240.0,0 28
1945.0,
1500.0,0 12
9048.0,0 36 40
13252.0,5
25262.0,
5153.0,
10856.0,
24859.0,
25309.0,28
21092.0,
5008.0,27
3283.0,
21826.0,
13209.0,
18836.0,1 42
24692.0,12
17768.0,
14851.0,3
16701.0,
23155.0,3 16
12194.0,0
21140.0,18 21
25786.0,14 19
11281.0,
25096.0,12
17758.0,3
26910.0,27
19428.0,2 3 13 21
18556.0,
10229.0,
24320.0,18
3387.0,3
12546.0,0
23229.0,2
19876.0,0 11 27 40
26273.0,12 27
4562.0,2
16352.0,
16846.0,2
21720.0,27
17936.0,27
9744.0,2
8146.0,8 13 23 31
135.0,
24662.0,12
9139.0,0 2
16145.0,0 3 4
6131.0,3 5 14 16 20 21
24823.0,
22534.0,2 10
20240.0,0
5566.0,
12489.0,8 12
4403.0,
25519.0,12
13382.0,27
24299.0,2
24883.0,1 2
541.0,12
2540.0,2
26579.0,42
15400.0,0
20501.0,2
3183.0,
11386.0,3
24703.0,12
13326.0,
26067.0,27
24167.0,1 2
21277.0,28
10617.0,27 28
26889.0,2
12805.0,18
16496.0,8 13 23 31
12584.0,8
23687.0,2
24308.0,2
26593.0,14 27
15795.0,2
320.0,23 27
25687.0,
25563.0,27
14278.0,12
26482.0,27 40
19056.0,10
22869.0,
21898.0,28
26106.0,1
14420.0,2
19537.0,
6268.0,2
12814.0,
11219.0,
16560.0,0 30
16426.0,15
1089.0,3
11589.0,20
13148.0,
3244.0,0
10137.0,12
18623.0,2
20086.0,
22454.0,
5999.0,2
21198.0,3 20 28
17127.0,3 30
20973.0,11
1220.0,18
14864.0,1 2
22767.0,
24964.0,12
20819.0,
21792.0,8 13 23 31
26173.0,27
23186.0,1
22055.0,18
6343.0,
21034.0,12 30
5500.0,21
23126.0,2
24334.0,2 4
9074.0,19
18773.0,
2123.0,0 36
21322.0,
14335.0,12
23029.0,2
14633.0,
9651.0,
25570.0,8 28 36
5793.0,27
15281.0,
1146.0,19
12637.0,11 27
15622.0,0
25386.0,8 13 23 31
21529.0,19
9983.0,20 28 36
24030.0,
4250.0,21
24346.0,
17675.0,18
22272.0,0 18
14267.0,
23553.0,
6130.0,1 2 3 27 28
356.0,0 28
19474.0,0 27
973.0,
6376.0,19 36 40
20919.0,12 28
23899.0,1
7913.0,0 1 27
14148.0,3 12 27 28 43
25311.0,
10186.0,0
21460.0,12
15699.0,0
27000.0,
20504.0,3
7674.0,28
19569.0,
25537.0,20
23682.0,0
2014.0,0 28
8503.0,2 35
26512.0,
5954.0,27
26623.0,
353.0,0
84.0,12
2625.0,8 13 23 31
26750.0,8 13 23 31
16510.0,0 2 3 20 22 48
26752.0,20
120.0,
1378.0,
19140.0,8
21211.0,2 13 19 20 26
23550.0,
15449.0,0
24781.0,
316.0,
5391.0,19
22909.0,0
19104.0,18
17341.0,
25948.0,0
25571.0,30
7997.0,2
20542.0,2
23415.0,2
21527.0,19
16257.0,12
24908.0,12
13117.0,
20718.0,
18486.0,
23631.0,3
21327.0,12 28
22153.0,
18552.0,4 30
26714.0,
13883.0,0 16
26902.0,14 15 27
10395.0,
25858.0,
21391.0,28
22948.0,16
24932.0,1
8951.0,
26233.0,27
24182.0,3
9243.0,
10816.0,
21660.0,
15137.0,11
26700.0,0 12 28
6512.0,3
16597.0,
3759.0,
15109.0,
644.0,8
26038.0,30
26033.0,
22413.0,
17777.0,0 30
25809.0,2
26046.0,
22895.0,
25138.0,0
26276.0,27
25579.0,2 19
23515.0,3
24212.0,0
57.0,3
7111.0,1 2
6149.0,0
22556.0,1
21102.0,
607.0,
14369.0,12
23641.0,2
61.0,15 27
4243.0,2
16580.0,
1847.0,
14901.0,28
22080.0,18
22140.0,3
5330.0,0
10451.0,16
24497.0,12
7884.0,18
17491.0,
26900.0,0 30
9969.0,2
21924.0,
5214.0,0 30
24542.0,19
23446.0,0
22019.0,0 28 29
24260.0,0 2
26912.0,
17273.0,15
18400.0,0
20882.0,
21815.0,19
18730.0,1
21538.0,0
17390.0,12 28
7576.0,
4760.0,18
12948.0,0 2
8491.0,27 28
4024.0,11 36
8562.0,
20537.0,2
25417.0,22 23
24991.0,19
14613.0,
8289.0,12 27
17275.0,2
12299.0,12 23
20887.0,2
4513.0,
23700.0,3
26999.0,0
13212.0,30
4580.0,
550.0,
25155.0,
24483.0,
21847.0,4 18
19463.0,20
21020.0,8 13 23 31
1971.0,2
26231.0,
22905.0,
22668.0,1
24598.0,12 28 30
21854.0,20
19932.0,
6693.0,2
25581.0,27
26973.0,7
25053.0,
11740.0,2
24445.0,8 10
20517.0,21
26825.0,21
15492.0,27 30
20796.0,0
21300.0,
16318.0,28
22426.0,42
54.0,0 28 36
17916.0,27
23958.0,
26746.0,18
6412.0,
25622.0,11
21899.0,0
25813.0,0 27 31
25475.0,12
1414.0,
23362.0,
26731.0,
26947.0,0 14
30.0,0 2
25920.0,2
21337.0,12
22280.0,0 30
2814.0,
153.0,
26941.0,
14211.0,0
3109.0,10
10778.0,28
14314.0,
25195.0,12
22058.0,18
21741.0,8 13 23 31
24253.0,8
22307.0,0
6974.0,12
6435.0,0
26311.0,1 40
24305.0,5
24069.0,3 10 12 23 37
1914.0,
11837.0,12 28
20384.0,12 27
25806.0,0
25422.0,
20541.0,1 3 13 14 15 21 27 31 32 34 35 37
22956.0,2
23406.0,8 16 38
17838.0,1
14638.0,12
6279.0,3 4 5 30 47
26472.0,27
21955.0,
21132.0,
20599.0,0 1
15377.0,
24358.0,28
18914.0,2
25952.0,20
9608.0,12
18316.0,18
25079.0,
14593.0,3
21292.0,3 28
22024.0,
8514.0,
1835.0,28
25697.0,
22713.0,19
21831.0,2
1180.0,3
25296.0,1 4 8 12 22 23 28 30 36 43
10406.0,2
690.0,27
17669.0,27
23977.0,1
79.0,
24327.0,4 5
20759.0,0 1 28
8357.0,0
6804.0,3
12842.0,
600.0,2
23897.0,1
25312.0,12 36
23246.0,0
16075.0,8
2432.0,18
12790.0,
3905.0,4
10880.0,5
25525.0,12 23
6768.0,0 1 2 3 4 8 9 13 14 15 16 26 31 32 33 35 38 39 47
21199.0,12
25049.0,12
504.0,
26386.0,8
16008.0,18
11507.0,18 24 34 41 42 43
21045.0,12
23115.0,
23237.0,
23045.0,
15304.0,30
23541.0,
19230.0,1 2 4 36
10408.0,3
2850.0,12
26145.0,
23593.0,0 2 20
22649.0,27
1405.0,0 3 12 22 27 28 36 43
20360.0,
424.0,
18294.0,3 30
26968.0,
21103.0,
24892.0,
289.0,19
12225.0,27
25173.0,
22056.0,28
26648.0,28
3018.0,0 30
25014.0,12
707.0,
25518.0,12
24434.0,8 13 23 31
21421.0,0 28
22257.0,0 1
9427.0,
20693.0,16 30
23772.0,
24236.0,
20550.0,0
4475.0,0
17632.0,4
19635.0,0 12
35.0,1 10
27016.0,18
26992.0,12
27002.0,8 13 23 31
25974.0,15
24688.0,28
26787.0,1 2 3 4 6 7 8 9 10 11 12 13 18 19 20 22 23 25 27 28 30 32 34 35 36 37 39 41 42 43 46 47 49
1670.0,30
17833.0,
18389.0,0 15
23274.0,19
25276.0,12
26565.0,
10743.0,2 27 30
19238.0,27
24174.0,
23599.0,0
22189.0,
17201.0,8 13 23 31
22699.0,19
16777.0,27
8784.0,0 12
19292.0,2
2137.0,12 13 16
20933.0,8 13 23 31
21662.0,19
15030.0,
24980.0,19
23717.0,2 3 36
7226.0,
26710.0,2 3 4
15535.0,
9770.0,2
11915.0,15
21999.0,28
673.0,
11520.0,
22277.0,0
34.0,12
26111.0,
11840.0,
20462.0,0
20724.0,2
21643.0,28
24759.0,12 27
23240.0,
16707.0,
21737.0,12 28
17769.0,11
16185.0,28
17608.0,
25397.0,12
27039.0,10 18
21473.0,19
17355.0,
23724.0,0
13318.0,21
4138.0,0 2
12902.0,8 12
20396.0,0
21352.0,27
11160.0,3 4 33
10740.0,0
9382.0,12 28
23805.0,0 1 16 37
20878.0,
8299.0,19
22217.0,20
17695.0,0
25617.0,
25148.0,
24176.0,1
12337.0,8
17953.0,12
2768.0,19
10779.0,
5219.0,1 30
20808.0,3
25986.0,15 27
21918.0,12
5665.0,28
18488.0,
26583.0,
23434.0,0 1
23058.0,7
25614.0,27
22626.0,19
19911.0,48
18638.0,0 16 33
13853.0,0
25705.0,
16898.0,
17335.0,3
415.0,
19919.0,11
24752.0,8 12
14392.0,12
20886.0,11
13764.0,0
352.0,0
13292.0,0 27
17102.0,2
20949.0,0 2 5 14 16 17 30 34 36 37 38 46 49
1119.0,
13609.0,0
23034.0,
20560.0,0
1837.0,12
9221.0,8 13 23 31
662.0,20
25094.0,
21688.0,19
21840.0,
21613.0,
14294.0,
10857.0,3
1213.0,
15373.0,
21032.0,16 30
2331.0,1
16175.0,2
20477.0,1 2
20697.0,
15845.0,
18542.0,2 30
7976.0,0 27
23693.0,0
12274.0,
25538.0,11 15 27 40
23816.0,1
22484.0,1
23719.0,2 3
9900.0,0 35
25446.0,12
6386.0,
13809.0,27 30
6281.0,
22860.0,0 1 36
11418.0,
17254.0,27
13714.0,30
14525.0,1
19804.0,0
17314.0,
24055.0,0
17120.0,23 27
14624.0,12
5411.0,1 28
23071.0,1
15693.0,
2867.0,16
25942.0,
14252.0,0 12
8028.0,0
5791.0,2
812.0,19
18600.0,12
17511.0,
17.0,1
7783.0,
23050.0,0 30
8048.0,
25248.0,
22964.0,0
23608.0,0 37
16904.0,
24106.0,
19775.0,0 48
21217.0,
25406.0,12
26374.0,2 27
26759.0,
3691.0,0
1941.0,8
25656.0,
1335.0,0 2
26063.0,8 19
20925.0,7 27 31 40
10180.0,28
1012.0,1 8 12 13 14 16 18 31 44
10130.0,3 28
19418.0,
22820.0,
21501.0,
20467.0,2
10380.0,19
3494.0,30
8101.0,28
22107.0,18
25990.0,
10975.0,
25717.0,
26526.0,8 13 23 31
11626.0,
22866.0,27
23827.0,1
6629.0,0 12
9870.0,
1786.0,
26514.0,18
548.0,18
13175.0,15 18 27
26993.0,30
2881.0,12 23
23776.0,0 36
735.0,0 12 36
11521.0,0 1
7352.0,8
23951.0,0
21081.0,19 28
23065.0,0
26834.0,0 1
25867.0,12
21533.0,
4332.0,2
23558.0,0
15022.0,
13622.0,
22294.0,
6828.0,0
24736.0,12 28
15174.0,20
10958.0,
14089.0,16 27
5601.0,2
23970.0,8
14994.0,0
11254.0,1
9246.0,27 28
23742.0,0
23980.0,1
23828.0,28
4123.0,0
7372.0,
24036.0,2
2622.0,28
12663.0,30
18918.0,
3380.0,28
404.0,1 36
25695.0,
25283.0,0 12 27 36
9681.0,1 8
22978.0,0 2
26072.0,12
15332.0,1
25512.0,8 13 23 31
20034.0,3
15883.0,12
17336.0,12 27 29 36
2212.0,18
26045.0,11 15
11181.0,3 22 23 30 37 45
25086.0,8 13 23 31
15164.0,
17782.0,0
11039.0,
24449.0,45
26849.0,19
9740.0,1 16 36
26051.0,27
16342.0,27
24424.0,
15029.0,2 30
25594.0,27 30
23865.0,43
15275.0,12
22861.0,30
14385.0,12
16280.0,27
15744.0,11
6084.0,0 8 16 33
20258.0,28
23702.0,
17809.0,0
3500.0,2
21470.0,28 44
21700.0,27
82.0,0 2
17931.0,18
143.0,23
12565.0,12
6606.0,
23576.0,
1872.0,0
14627.0,
26777.0,
20413.0,0
24699.0,
20777.0,3
24353.0,
585.0,0 12
23872.0,1
3790.0,12 23
26500.0,
26126.0,
21465.0,12
23387.0,0 30
20102.0,
19220.0,2
23741.0,2
24622.0,0 8 12
15781.0,1 9 12
25212.0,8
26218.0,19
13799.0,27 28
25608.0,27 40
21866.0,8 13 23 31
25805.0,21
6970.0,12
2888.0,0
26288.0,27
24499.0,12
18063.0,19
7900.0,0 1
26723.0,
24529.0,12
22435.0,2
26592.0,
25438.0,12
18806.0,16
23900.0,2
22968.0,
6692.0,11 27
17387.0,12 27 28
19940.0,
21958.0,15 38
19540.0,
22376.0,19 23
23744.0,0
2642.0,10
19871.0,0
12279.0,14 27
7341.0,12
22530.0,2 4
295.0,12
22945.0,16
12700.0,12
3225.0,3
25857.0,
908.0,1
20764.0,0 2
22221.0,1
11400.0,29
26644.0,8 28 36
15584.0,2
2369.0,0
5971.0,1 2 11 26 31 40
21539.0,0 21
13562.0,
25153.0,19
18431.0,28
21637.0,28
8418.0,8 13 23 31
7503.0,
26613.0,
25030.0,12 28
21237.0,8 13 23 31
15892.0,12
10347.0,27
26080.0,
1182.0,30 37
16935.0,11
107.0,
21598.0,28
21442.0,22 28
17310.0,28
25762.0,27 30
23570.0,0 2
26152.0,
19435.0,16
11361.0,
26743.0,18
21543.0,27
466.0,0
7322.0,0
24496.0,
14528.0,
26767.0,1 3
425.0,2
3084.0,
6359.0,0 2
4520.0,0
25048.0,2 16
25353.0,0 8
18176.0,39
15653.0,
419.0,19
23803.0,0
1820.0,
26569.0,0 27 28
24697.0,12
24470.0,5 27
5694.0,
25429.0,27
21635.0,12
7528.0,
317.0,0
7354.0,
6175.0,19
22466.0,
22214.0,8 13 23 31
20728.0,
20858.0,27
21945.0,
21817.0,19
24088.0,18
19581.0,2 30
7662.0,1
8686.0,
24983.0,19
24520.0,2
6474.0,
26701.0,19
9632.0,12 27
3418.0,
8932.0,19
21318.0,12 27
25773.0,
22857.0,1
8680.0,28
26619.0,2
16605.0,30
24744.0,
23775.0,3
24335.0,0
18567.0,0 2
25432.0,12 42
11292.0,8
26024.0,7 11 27
26586.0,
22105.0,14
24558.0,19
21233.0,
18259.0,
24541.0,0
13997.0,2
26006.0,
454.0,
405.0,
17773.0,2 4
15389.0,
19661.0,2
19353.0,2
13728.0,
1866.0,12 28
25535.0,12
21794.0,28
256.0,29
7200.0,0
591.0,2 4
24433.0,12
566.0,
18562.0,
15128.0,12
22714.0,1
21113.0,8 13 23 31
18729.0,10
24524.0,1 12
13749.0,
18965.0,28
24764.0,8
4905.0,1 4 12 43
17977.0,
25342.0,8 13 23 31
3270.0,8
23036.0,5
13164.0,
20853.0,
16386.0,
8716.0,2
22601.0,19
11899.0,18
9528.0,3 27
7271.0,0
13953.0,2
23450.0,
23605.0,0
20825.0,19
7959.0,
22342.0,5
22176.0,42
25468.0,12 28
209.0,3
10252.0,2
26537.0,
25413.0,12
11434.0,3
18156.0,27
8421.0,20
15755.0,
23432.0,2
189.0,0
24846.0,8 12
5264.0,3 27
18550.0,28
21977.0,20
23680.0,0 2 37
12158.0,16
10710.0,12
26028.0,11 27
25541.0,12
23898.0,
2352.0,30
23292.0,0 36
584.0,
3262.0,2
12213.0,
25410.0,12
24906.0,19
13666.0,
16532.0,12
86.0,0
3396.0,0
9828.0,12
19849.0,2
21530.0,19 21
23929.0,2
23933.0,1 3 8
23506.0,
25326.0,12
24730.0,
21152.0,
4191.0,2
25210.0,
4387.0,2 4
25178.0,12
24466.0,18
26801.0,0 2 30
3405.0,2 12
20899.0,2
23027.0,
12482.0,19
12068.0,0
233.0,12 15
25333.0,0
22208.0,39 40 47
25494.0,12
24389.0,
4067.0,16
11309.0,2 28
13543.0,
23306.0,0 2
26884.0,
25808.0,0 13 37
470.0,0 2 4
21095.0,
21550.0,2
41.0,21
18305.0,16
15142.0,23 24 37
25776.0,27
24367.0,0 1 2
20324.0,27
1663.0,11 40
26253.0,27 28
25026.0,12
19725.0,18
24565.0,12 28
6711.0,0 1 2
6944.0,
20866.0,28
10189.0,2 3
25844.0,1 28
8801.0,16 30
17892.0,0 12 28
387.0,
11980.0,
7777.0,0
22903.0,0
12114.0,
19491.0,0 4 27 30
20736.0,3 30
25895.0,0
22112.0,27
15441.0,0
515.0,2
25926.0,12
23314.0,0
26136.0,0 27
26802.0,
21218.0,0 12 36
9516.0,
24741.0,3
8735.0,4
22591.0,19
21400.0,2 28
20553.0,
25315.0,12
20623.0,28
4365.0,
1363.0,
11367.0,0
9345.0,0 2 3
25643.0,40
17299.0,4 5
23111.0,15
2806.0,12
26262.0,
24124.0,
24465.0,23
22683.0,20
26239.0,8 13 23 31
14302.0,0
21123.0,18 27
21296.0,19
22174.0,
7346.0,12 28
17751.0,
467.0,
11526.0,21
4445.0,
1846.0,1
2616.0,4 5
12640.0,
17611.0,19
21558.0,
5332.0,
22837.0,
9764.0,23 28
641.0,18
23830.0,0
22321.0,1
26896.0,30
15268.0,48
5550.0,2
22552.0,2
232.0,18
23341.0,0
8722.0,8 13 23 31
22494.0,
20289.0,19
19005.0,12
23391.0,2
13756.0,
16857.0,3
1745.0,43
21234.0,0 12
9793.0,1
23825.0,2
21510.0,0
8226.0,0 28
23508.0,
3599.0,
24131.0,3
25087.0,0 3 12 16 20 27 28
218.0,
2283.0,28
8277.0,2
27031.0,28
25388.0,19
7610.0,2 30 35
22106.0,0 28
12968.0,30
22932.0,
16513.0,
18776.0,10
21348.0,1 11
24250.0,2
10976.0,2 3
8266.0,0
160.0,19
26180.0,11
3725.0,1 3 12 15 20 27
20581.0,4
26856.0,
13898.0,28
23615.0,0
22735.0,
19470.0,8 28
2993.0,16
5888.0,12
5024.0,
4310.0,12
25783.0,
14847.0,12
8500.0,0 27
20583.0,0 12
21618.0,11 28
4635.0,3 23 36 39
4882.0,11 27
24829.0,0 12 36
21943.0,
21136.0,
199.0,1 28
17389.0,28
21355.0,27
10281.0,1
23546.0,
18900.0,27 30
18085.0,
21419.0,0
22643.0,
25778.0,18
23099.0,0
13682.0,18 20 43
5995.0,21
21604.0,
22425.0,0
21310.0,19
13038.0,0
22877.0,0 14
25457.0,12
2084.0,12 19
8158.0,0
26473.0,0 27
5464.0,20
22734.0,1
986.0,18
24679.0,3 36
336.0,
27025.0,30
25455.0,12
25251.0,
22090.0,18
1461.0,18
13263.0,12
21599.0,27 30 49
24156.0,
12660.0,0 30
23887.0,27
23340.0,1 2
24790.0,0 4 35
5590.0,12 27
13860.0,2
21422.0,
15829.0,
697.0,45
21346.0,27
9623.0,1 43
2647.0,28 36 46
672.0,
3253.0,20
4327.0,11
23164.0,
22636.0,13 16 33
8370.0,12
8388.0,1 2 3 13 16
23470.0,7 29
25056.0,28 36
14007.0,0
21975.0,
23802.0,0
26872.0,2
2855.0,
22603.0,
23935.0,2
25009.0,8
25817.0,27
23315.0,
5378.0,3
20564.0,0 1
14707.0,43
877.0,18
16595.0,
309.0,19 21
26981.0,2
2634.0,0 28
3.0,
26428.0,27
23172.0,2
24027.0,
20824.0,12 28
528.0,
10598.0,1
733.0,
13319.0,8 12
21776.0,
21001.0,47
8410.0,12
377.0,
24756.0,18
22366.0,2 27 28
16549.0,10
22040.0,28
19169.0,
25192.0,12
4780.0,28
14661.0,0 4
25618.0,40
12675.0,
25583.0,
24550.0,2 12
4584.0,0 1 2 3 8 12 14 16 30 31 33 34 37
2942.0,
13255.0,
26547.0,3
21497.0,8 13 23 31
21052.0,
1358.0,0
2567.0,
3126.0,
7166.0,12 28
24210.0,13 16
23812.0,2 3
23389.0,0 2
20867.0,28
21801.0,12
14611.0,
22694.0,16
5227.0,12 28
13198.0,0
8699.0,0 14 36
25085.0,2
8227.0,
23100.0,
24197.0,0 2
21556.0,0
24538.0,21
21380.0,11 15 40
2332.0,2
20765.0,
23445.0,0 4 35
23136.0,1
18793.0,12
24953.0,20
15780.0,12
8229.0,4
22310.0,27
21249.0,12
25263.0,19
22249.0,8 10
3644.0,30
26873.0,
24561.0,12
12374.0,11 27
25266.0,19
274.0,0 8 12
19234.0,
15548.0,0 12
21106.0,8
26669.0,18
22984.0,3
9557.0,2 3
10595.0,8
11753.0,8 13 23 31
378.0,
1975.0,18
24188.0,19
5379.0,19
7700.0,0
22952.0,20
21963.0,28
23604.0,0
20405.0,1
16612.0,
1491.0,8 13 23 31
26094.0,
7150.0,0 35
22935.0,
26121.0,2 15 27 40
22577.0,16
18838.0,2
70.0,22 23 37 46
24083.0,
11674.0,21
11914.0,
11659.0,
13537.0,2
24877.0,10 23 27 28 43
10307.0,2
606.0,
18531.0,
12144.0,0 2
8976.0,2
11009.0,3
24738.0,28 42
700.0,
2491.0,
413.0,
10378.0,35
8542.0,2
2353.0,
20624.0,
1299.0,3 36
17919.0,0 2 16 30
7807.0,2
26763.0,
8619.0,1 3
1834.0,19
22676.0,
12652.0,0 1 2
23995.0,1
10026.0,12
6713.0,
6221.0,
24919.0,12
834.0,0
12905.0,0
23781.0,4
24031.0,3
17654.0,0
16215.0,2
12644.0,10
678.0,12 27 30
25577.0,12 28
25575.0,12
23751.0,0
21212.0,8 13 23 31
22681.0,12
23469.0,2
17601.0,1
4975.0,1 2 3 20 23 27
20554.0,2 4
25015.0,0 8 12 23 30 31 33 37
26840.0,30
23022.0,0 37
3474.0,28
9168.0,
2786.0,
24646.0,12 43
26020.0,11
6366.0,2
12774.0,13
25833.0,
23545.0,
6721.0,0 2 8
7499.0,
22623.0,8 10
8525.0,10
25625.0,
18178.0,12 27
20456.0,0 5 36
20797.0,5
21909.0,0 28
8099.0,27 40
12177.0,0 1
26785.0,2
3860.0,0
21961.0,
25039.0,12
719.0,0
21426.0,
20097.0,28 36
25204.0,12
25104.0,1 2 4 28 47
11823.0,0 4
3645.0,
24104.0,
16881.0,1 2
24026.0,1
20881.0,18
21989.0,0 27
1898.0,
19888.0,0 2
17618.0,12
11953.0,27
14177.0,28
18030.0,0
25458.0,12
24387.0,
21583.0,0
20773.0,
23163.0,30
9021.0,2
14014.0,19
25619.0,
22715.0,2
15692.0,12 28
14897.0,
24924.0,19
8530.0,12 36
26487.0,
23456.0,
24041.0,2
481.0,
10596.0,
26540.0,
22517.0,0
25074.0,
21838.0,4
21309.0,28
1069.0,8 13 23 31
25348.0,12 18
23647.0,2
715.0,2
25726.0,
26378.0,0 27
21197.0,8
12985.0,19
21509.0,19
19554.0,
24734.0,12
15339.0,
483.0,3
6675.0,30
15445.0,
22563.0,
13437.0,2
680.0,0 3
20904.0,0
8159.0,2
18845.0,30
176.0,27
16482.0,30
24668.0,
24494.0,12 27 30 48
3357.0,
8055.0,0
2817.0,0 30
25168.0,12
14738.0,31
19442.0,15 27
26241.0,27
21939.0,0 12 28
7602.0,2
9827.0,18
14082.0,3
609.0,14
26724.0,8 13 23 31
3049.0,18
24306.0,1
21549.0,18
6363.0,28
9430.0,
22572.0,0 2
18076.0,
204.0,27 28
16598.0,0 2
12962.0,28
22240.0,0 1 2
22491.0,12
17426.0,30
6097.0,30
21575.0,12 28
17424.0,12
1947.0,
21859.0,
24762.0,0 2
27006.0,21
4820.0,2
1232.0,
9853.0,
22069.0,8 13 23 31
25078.0,12 28
25565.0,1
26318.0,27
314.0,19
12989.0,28
8662.0,
20117.0,0 1
21226.0,12
26987.0,0
16641.0,27
22126.0,28
15205.0,
7695.0,12
17454.0,0 2 27
26863.0,2
9388.0,
24828.0,
23472.0,21
21860.0,3 18 42
12009.0,12 27
24371.0,3
20719.0,0
15432.0,18
21395.0,
10556.0,3
25707.0,1 15
24292.0,0
21379.0,8 16
25595.0,12 36
1426.0,2
14339.0,27
26933.0,
21089.0,19
391.0,
24392.0,30
13243.0,12
15409.0,28
26010.0,12 18
22689.0,0
7149.0,27
26123.0,3
16246.0,0 1
23121.0,2
7817.0,
18633.0,28
418.0,2
24968.0,12
15660.0,
10884.0,
18086.0,2 19
19326.0,0
7920.0,0 28
787.0,12 27
26331.0,0 27
8355.0,
11080.0,1
13142.0,
1998.0,
18753.0,
22271.0,12
26456.0,27
2246.0,0 12 28
18805.0,2
22996.0,30
21339.0,
11763.0,30
22815.0,30
24451.0,21 24 32 48
2812.0,12
25610.0,0 15 27 40
15894.0,12
24045.0,3
26899.0,
16045.0,8
22657.0,27
23069.0,2 35
105.0,
4540.0,20
10472.0,3 30
26984.0,19
14324.0,18
4748.0,
18879.0,18
24606.0,
25181.0,3 12
25042.0,8 13 23 31
14496.0,
22831.0,3
10043.0,
26793.0,
5261.0,
17031.0,2
4465.0,0 35
9386.0,19
689.0,0 3
2623.0,
20142.0,0
2776.0,
7201.0,
2241.0,28 29
24706.0,19
9978.0,0
22428.0,
25510.0,1
2750.0,0
5501.0,0 2 3 4 5 6 7 9 10 11 13 14 15 16 17 18 20 21 22 23 24 25 26 27 30 31 32 33 34 35 36 37 38 41 42 45 47 48 49
27012.0,27
22187.0,0 10 11 12 16 28 34 48
3654.0,
26255.0,11
25734.0,
9506.0,
26402.0,27
18749.0,2 3
24193.0,
1116.0,16 30
21133.0,28
6865.0,0 27 28
17011.0,
5403.0,18 19
26237.0,1 27
19317.0,
6141.0,
21452.0,
22021.0,28
1174.0,
10865.0,0 2
22222.0,
15086.0,30
15573.0,3 28 43
26965.0,30
492.0,19
19920.0,0
20671.0,2 12 28 36
11175.0,
12232.0,
1070.0,0
20807.0,
25073.0,28
26629.0,
16403.0,12
2267.0,3
19695.0,
12273.0,0
51.0,0
24717.0,18
23419.0,2 4 30
22380.0,2
25257.0,3 12 36 43
23867.0,3
8747.0,
24714.0,12
25379.0,19
